Date,Open,High,Low,Close,Adj Close,Volume
2014-08-18,263.25,267.26001,259.75,259.940002,259.940002,5849200
2014-08-19,258.869995,259.329987,251.61999500000002,256.76001,256.76001,5334800
2014-08-19,258.869995,259.329987,251.619995,256.76001,256.76001,5334800
2014-08-20,254.669998,258.73999,253.0,255.710007,255.710007,3027900
2014-08-20,254.669998,258.73999,253.0,255.710007,255.710007,3027900
2014-08-21,256.519989,258.799988,253.25999500000003,254.33999599999999,254.33999599999999,2915600
2014-08-21,256.519989,258.799988,253.25999500000003,254.339996,254.339996,2915600
2014-08-22,254.539993,256.950012,252.610001,256.77999900000003,256.77999900000003,2833400
2014-08-22,254.539993,256.950012,252.61000099999998,256.77999900000003,256.77999900000003,2833400
2014-08-25,258.190002,263.679993,258.190002,262.549988,262.549988,4318100
2014-08-25,258.190002,263.679993,258.190002,262.549988,262.549988,4318100
2014-08-26,264.980011,265.5,261.660004,261.73999,261.73999,3818000
2014-08-26,264.980011,265.5,261.660004,261.73999,261.73999,3818000
2014-08-27,263.5,264.23999,260.290009,263.25,263.25,2985100
2014-08-27,263.5,264.23999,260.290009,263.25,263.25,2985100
2014-08-28,261.890015,264.480011,261.640015,263.859985,263.859985,2844900
2014-08-28,261.890015,264.480011,261.640015,263.859985,263.859985,2844900
2014-08-29,268.700012,272.0,267.51001,269.700012,269.700012,6447100
2014-08-29,268.700012,272.0,267.51001,269.700012,269.700012,6447100
2014-09-02,275.5,284.890015,274.299988,284.119995,284.119995,9852400
2014-09-02,275.5,284.890015,274.299988,284.119995,284.119995,9852400
2014-09-03,287.670013,288.0,280.100006,281.190002,281.190002,6772300
2014-09-03,287.670013,288.0,280.100006,281.190002,281.190002,6772300
2014-09-04,284.01001,291.420013,280.399994,286.040009,286.040009,8341700
2014-09-04,284.01001,291.420013,280.399994,286.040009,286.040009,8341700
2014-09-05,282.549988,282.899994,272.51001,277.390015,277.390015,11169900
2014-09-05,282.549988,282.899994,272.51001,277.390015,277.390015,11169900
2014-09-08,277.619995,284.880005,277.519989,282.109985,282.109985,5501600
2014-09-08,277.619995,284.880005,277.519989,282.109985,282.109985,5501600
2014-09-09,282.98999,285.48999,277.0,278.480011,278.480011,4558800
2014-09-09,282.98999,285.48999,277.0,278.480011,278.480011,4558800
2014-09-10,279.5,281.410004,273.660004,281.100006,281.100006,3781300
2014-09-10,279.5,281.410004,273.660004,281.100006,281.100006,3781300
2014-09-11,280.459991,284.790009,278.630005,280.309998,280.309998,3766100
2014-09-11,280.459991,284.790009,278.630005,280.309998,280.309998,3766100
2014-09-12,280.5,282.390015,277.0,279.200012,279.200012,3324600
2014-09-12,280.5,282.390015,277.0,279.200012,279.200012,3324600
2014-09-15,274.369995,274.399994,249.130005,253.860001,253.860001,16455400
2014-09-15,274.369995,274.399994,249.13000499999998,253.86000099999998,253.86000099999998,16455400
2014-09-16,255.149994,262.459991,252.419998,260.73999,260.73999,8300100
2014-09-16,255.149994,262.459991,252.419998,260.73999,260.73999,8300100
2014-09-17,262.410004,264.700012,259.5,261.380005,261.380005,5177700
2014-09-17,262.410004,264.700012,259.5,261.380005,261.380005,5177700
2014-09-18,263.359985,265.600006,262.320007,263.820007,263.820007,3692600
2014-09-18,263.359985,265.600006,262.320007,263.820007,263.820007,3692600
2014-09-19,257.98999,261.429993,255.270004,259.320007,259.320007,6810900
2014-09-19,257.98999,261.429993,255.270004,259.320007,259.320007,6810900
2014-09-22,255.0,256.019989,244.710007,250.02999900000003,250.02999900000003,8214100
2014-09-22,255.0,256.019989,244.710007,250.02999900000003,250.02999900000003,8214100
2014-09-23,245.22000099999997,253.80000299999998,245.0,250.41000400000001,250.41000400000001,5658700
2014-09-23,245.220001,253.800003,245.0,250.410004,250.410004,5658700
2014-09-24,251.119995,252.839996,247.039993,252.139999,252.139999,3749500
2014-09-24,251.11999500000002,252.83999599999999,247.039993,252.13999900000002,252.13999900000002,3749500
2014-09-25,252.520004,254.960007,246.100006,246.949997,246.949997,4834200
2014-09-25,252.520004,254.960007,246.100006,246.94999700000002,246.94999700000002,4834200
2014-09-26,248.25,249.729996,246.07000699999998,246.600006,246.600006,3795400
2014-09-26,248.25,249.729996,246.070007,246.600006,246.600006,3795400
2014-09-29,244.0,248.639999,241.380005,245.25999500000003,245.25999500000003,4852700
2014-09-29,244.0,248.63999900000002,241.38000499999998,245.25999500000003,245.25999500000003,4852700
2014-09-30,246.919998,247.649994,240.119995,242.679993,242.679993,4238300
2014-09-30,246.919998,247.649994,240.11999500000002,242.67999300000002,242.67999300000002,4238300
2014-10-01,242.199997,242.660004,235.649994,240.240005,240.240005,5941700
2014-10-01,242.19999700000002,242.66000400000001,235.649994,240.24000499999997,240.24000499999997,5941700
2014-10-02,250.199997,252.789993,245.360001,251.419998,251.419998,8998200
2014-10-02,250.19999700000002,252.789993,245.36000099999998,251.419998,251.419998,8998200
2014-10-03,253.059998,256.5,251.02999900000003,255.210007,255.210007,5406300
2014-10-03,253.059998,256.5,251.02999900000003,255.210007,255.210007,5406300
2014-10-06,259.130005,262.48999,257.799988,260.619995,260.619995,7713300
2014-10-06,259.130005,262.48999,257.799988,260.619995,260.619995,7713300
2014-10-07,258.52999900000003,261.459991,255.729996,259.570007,259.570007,4485500
2014-10-07,258.52999900000003,261.459991,255.729996,259.570007,259.570007,4485500
2014-10-08,260.100006,262.880005,252.639999,259.27999900000003,259.27999900000003,5055100
2014-10-08,260.100006,262.880005,252.63999900000002,259.27999900000003,259.27999900000003,5055100
2014-10-09,262.25,265.540009,254.399994,257.01001,257.01001,7361300
2014-10-09,262.25,265.540009,254.399994,257.01001,257.01001,7361300
2014-10-10,244.639999,245.889999,235.199997,236.910004,236.910004,12888300
2014-10-10,244.63999900000002,245.88999900000002,235.19999700000002,236.91000400000001,236.91000400000001,12888300
2014-10-13,238.570007,238.960007,221.0,224.589996,224.589996,11268700
2014-10-13,238.57000699999998,238.960007,221.0,224.58999599999999,224.58999599999999,11268700
2014-10-14,228.25,232.47000099999997,223.0,227.059998,227.059998,7105300
2014-10-14,228.25,232.470001,223.0,227.059998,227.059998,7105300
2014-10-15,220.0,230.99000499999997,217.32000699999998,229.69999700000002,229.69999700000002,9147300
2014-10-15,220.0,230.990005,217.320007,229.699997,229.699997,9147300
2014-10-16,219.72000099999997,229.919998,219.100006,226.350006,226.350006,5399300
2014-10-16,219.720001,229.919998,219.100006,226.350006,226.350006,5399300
2014-10-17,233.38000499999998,234.770004,226.55000299999998,227.479996,227.479996,10549400
2014-10-17,233.380005,234.770004,226.550003,227.479996,227.479996,10549400
2014-10-20,226.720001,232.399994,225.50999500000003,230.470001,230.470001,3494400
2014-10-20,226.72000099999997,232.399994,225.50999500000003,230.47000099999997,230.47000099999997,3494400
2014-10-21,234.270004,235.389999,230.800003,235.339996,235.339996,4130300
2014-10-21,234.270004,235.38999900000002,230.80000299999998,235.33999599999999,235.33999599999999,4130300
2014-10-22,233.190002,237.389999,230.559998,231.100006,231.100006,4116600
2014-10-22,233.190002,237.38999900000002,230.559998,231.100006,231.100006,4116600
2014-10-23,234.660004,236.27999900000003,232.0,235.289993,235.289993,3492400
2014-10-23,234.66000400000001,236.27999900000003,232.0,235.289993,235.289993,3492400
2014-10-24,236.270004,237.800003,231.199997,235.240005,235.240005,3463300
2014-10-24,236.270004,237.80000299999998,231.19999700000002,235.24000499999997,235.24000499999997,3463300
2014-10-27,234.25,234.610001,220.309998,221.669998,221.669998,9553300
2014-10-27,234.25,234.61000099999998,220.309998,221.669998,221.669998,9553300
2014-10-28,229.600006,244.600006,228.25,242.770004,242.770004,10516300
2014-10-28,229.600006,244.600006,228.25,242.770004,242.770004,10516300
2014-10-29,241.13000499999998,241.5,235.63999900000002,238.100006,238.100006,4962500
2014-10-29,241.130005,241.5,235.639999,238.100006,238.100006,4962500
2014-10-30,238.139999,240.5,235.059998,238.660004,238.660004,3228400
2014-10-30,238.13999900000002,240.5,235.059998,238.66000400000001,238.66000400000001,3228400
2014-10-31,242.50999500000003,243.119995,238.75,241.699997,241.699997,3775300
2014-10-31,242.50999500000003,243.11999500000002,238.75,241.69999700000002,241.69999700000002,3775300
2014-11-03,243.0,247.559998,241.320007,242.589996,242.589996,4203800
2014-11-03,243.0,247.559998,241.32000699999998,242.58999599999999,242.58999599999999,4203800
2014-11-04,240.490005,242.350006,236.52999900000003,238.929993,238.929993,3682600
